"file_name","section_number","a_Otsikko","b_Nykyinen_sisalto","c_Paivitystarve","d_Viittaus_uuteen_lakiin"
"11205","18","C2 Kosteus. Määräykset ja ohjeet 1998.","C2 Kosteus. Määräykset ja ohjeet 1998. Ympäristöministeriö, asunto- ja rakennusosasto. Suomen rakentamismääräyskokoelma. Infra RakMK-720135, RT RakMK-21099.","Uuden lain 33 §:n mukaan rakennuksen on oltava terveellinen ja turvallinen, ja siinä on otettava huomioon kosteusolosuhteet. Tämä saattaa edellyttää päivitettyjä ohjeita ja määräyksiä, jotka vastaavat nykyisiä vaatimuksia kosteuden hallinnassa.","33 § Terveellisyys"
"11205","18","E1 Rakennusten paloturvallisuus, määräykset ja ohjeet 2011.","E1 Rakennusten paloturvallisuus, määräykset ja ohjeet 2011. Suomen rakentamismääräyskokoelma. Infra RakMK-720002, RT RakMK-21502.","Uuden lain 32 §:n mukaan rakennuksen paloturvallisuusvaatimukset ovat tarkentuneet, ja niissä on otettava huomioon muun muassa palon syttymisen vaara, kantavien rakenteiden kestävyys palon sattuessa sekä palon ja savun leviäminen. Tämä saattaa edellyttää päivitettyjä ohjeita ja määräyksiä, jotka vastaavat nykyisiä vaatimuksia.","32 § Paloturvallisuus"
"11205","18","F2 Rakennuksen käyttöturvallisuus. Määräykset ja ohjeet 2001.","F2 Rakennuksen käyttöturvallisuus. Määräykset ja ohjeet 2001. Ympäristöministeriö, asunto- ja rakennusosasto, Suomen rakentamismääräyskokoelma. RT RakMK-21184.","Uuden lain 34 §:n mukaan rakennuksen käyttö- ja huolto on suunniteltava ja rakennettava siten, että sen käyttö ja huolto on turvallista. Tämä saattaa edellyttää päivitettyjä ohjeita ja määräyksiä, jotka vastaavat nykyisiä vaatimuksia käyttöturvallisuudessa.","34 § Käyttöturvallisuus"
"11207","19","3.3 Julkiset rakennukset","Asiakkaiden polkupyörien pysäköintipaikat sijoitetaan mahdollisimman lähelle sisäänkäyntiä, jotta niitä käytetään. Lähimpien paikkojen suositeltava etäisyys on alle 10 m.
Pysäköintipaikkojen sijoituksessa otetaan huomioon, että
ne sopivat ympäristön liikennejärjestelyihin ja kaupunkikuvaan
• niitä pystytään valvomaan
ne eivät ole jalankulkijoiden eivätkä erityisesti heikkonäköisten ja näkövammaisten kulun tiellä.
Asiakaspysäköintipaikkoja suunniteltaessa varataan pysäköintitilaa myös peräkärryllisille pyörille, tavarapyörille ja liikkumisen apuvälineille. Pyöräpysäköintipaikoista vähintään puolet sijoitetaan katokseen tai katettuun paikkaan. Yöaikaiseen säilytykseen tarkoitetut pysäköintipaikat suunnitellaan lukittaviin tiloihin, kuten kaappeihin, aitauksiin tai pysäköintilaitoksiin.","Uuden lain 35 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus ja sen piha- ja oleskelualueet suunnitellaan ja rakennetaan esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä tarkoittaa, että pysäköintipaikkojen suunnittelussa on varmistettava esteetön pääsy kaikille käyttäjäryhmille.","35 § Esteettömyys"
"11214","6","2.2 Ajoväylän korkeus, kaltevuus ja taite","Kuvissa 12...15 esitetään ohjeita ajoväylän kaltevuudesta ja korkeudesta. Kuvassa 16 esitetään kuljettajan tarvitsema nä- kemäalue.
Kuva 12. Ajoväylän poikittaiskaltevuus on enintään 1:33 (3 %).
\\le1:20
\\le1:10
henkilöautoille sopiva on n. 4...5 m
Kuva 13. Ajoradan suurin suositeltava pituuskaltevuus on 1:10 (10 %). Luiskien, taitteiden ja tasoerojen, esimerkiksi jalkakäytävien reunojen, suunnittelussa on otettava huomioon ajoneuvojen etu- ja takaylitykset ja maavarat. Taitekohta loivennetaan vähintään kolmen metrin mat- kalla kaltevuuteen 1:20 (5 %). Enimmäiskaltevuusraja koskee myös kaarteen sisäreunaa. Suunnittelussa on varmistettava kaltevien pintojen liukkaudentorjunta.
\\le1:20
busseille sopiva on n. 5 m
Kuva 14. Pääliikenneväylän ja luiskan välille tarvitaan liikenteen väistämistä varten ajoneuvolle alue, jonka kaltevuus on enintään 1:33 (3 %). Väistämistila mitoitetaan sitä käyttävien ajoneuvojen pituuden mukaan.
2,2...3,0 m
2...2,7 m
tilan korkeus suunnitellaan suurimpien sitä käyttävien ajoneuvojen koon mukaan
≤ 4,2 m
G
Π
taitteessa > 4,5 m
≥ 4,5 m
≥ 4,5 m
≤ 4,2 m
≤ 4,2 m
≥ 4,5 m
Ajoneuvon korkeus on enintään 4,2 m.
Suurin sallittu ajoneuvo- korkeus on 4,4 m (Asetus ajoneuvojen käytöstä tiel- lä 6.6.2013/407)
Kuva 15. Ajoväylän korkeus. Henkilöautojen käyttämiä ajoväyliä käyttävät myös pakettiautot. Tällaisen ajoväylän korkeus mitoitetaan suu- rimpien sitä käyttävien pakettiautojen koon mukaan. Kuorma-autojen ja linja-autojen käyttämän ajoväylän korkeus on vähintään 4,5 m ja erikoisluvan mukaisilla reiteillä vähintään 4,7 m. Luiskan taitteiden yhteydessä on tarkistettava, että ajokorkeus on riittävä. Mittakaava 1:200.
ohjeet 10
≥5,0 m
2,0 m
ohjeet 11
Kuva 16. Näkemäalue ajoväylien välillä. Kuljettajan silmien korkeusasema ajoradan pinnasta on henkilöautossa 1,1 m ja muissa ajoneuvoissa yli 2 m. Mittakaava 1:200.","Uuden lain 45 §:n mukaan rakennuspaikalla ei saa olla tulvan, sortuman tai vyörymän vaaraa, ja rakennukset on sijoitettava vähintään neljän metrin etäisyydelle kiinteistön rajasta. Tämä vaikuttaa ajoväylien suunnitteluun ja sijoitteluun, erityisesti niiden kaltevuuteen ja korkeuteen liittyen.","45 § Sijoittamisen edellytykset muualla kuin asemakaava-alueella"
"11215","3","3 AUTOKATOKSET JA -TALLIT","Kuvassa 1 esitetään rivi- ja omakotitalojen yhteydessä olevien autokatosten tai -tallien mitoitusohjeita. Mitoitusohjeet kä- sittävät henkilöautojen lisäksi tavanomaiset pakettiautot ja maastoautot, RT-ohje RT 98-11213, KH 91-00586, Infra 64-710157 Ajoneuvojen mittoja.
Katoksien ja autotallien sijoittamiseen rakenteen ja raken- nusaineiden valintaan vaikuttaa paloturvallisuusmääräykset. Ne on esitetty Suomen rakentamismääräyskokoelman osassa E1 Rakennusten paloturvallisuus. Määräykset ja ohjeet 2011 ja E4 Autosuojien paloturvallisuus. Ohjeet 2005. Autotallien ja auto- suojien paloteknisestä osastoinnista on esimerkkejä kuvassa 2.","Uuden lain 32 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan sen käyttötarkoituksen edellyttämällä tavalla paloturvalliseksi. Tämä saattaa edellyttää päivitettyjä paloturvallisuusmääräyksiä, jotka eivät enää perustu vanhoihin ohjeisiin vuodelta 2011 ja 2005.","32 § Paloturvallisuus"
"11215","3","4 KIRJALLISUUTTA","Viranomaisten määräyksiä ja ohjeita
B1 Rakenteiden varmuus ja kuormitukset. Määräykset 1998. RT RakMK-21069. 7 s.
D2 Rakennusten sisäilmasto ja ilmanvaihto. Määräykset ja ohjeet 2012. RT RakMK-21503, KH RakMK-10611, LVI RakMK-00465, SIT RakMK-620080, 23 s.
E1 Rakennusten paloturvallisuus, määräykset ja ohjeet 2011. RT RakMK- 21502, KH RakMK-10610, LVI RakMK- 00464, SIT RakMK- 620079, Infra RakMK-720002. 20 s.
E4 Autosuojien paloturvallisuus. Ohjeet 2005. RT RakMK-21278, ΚΗ RakMK-10428, LVI RakMK-00317. 4 s.","Uuden lain 6 §:n mukaan ympäristöministeriön on ylläpidettävä Suomen rakentamismääräyskokoelmaa, johon kootaan tämän lain nojalla annetut rakentamista koskevat säännökset ja määräykset sekä ministeriön ohjeet. Tämä saattaa tarkoittaa, että vanhat määräykset ja ohjeet vuodelta 1998, 2011 ja 2005 eivät enää ole ajantasaisia.","6 § Suomen rakentamismääräyskokoelma"
"11223","1","2.3 Suunnittelijoiden kelpoisuus","2.3 Suunnittelijoiden kelpoisuus
• MRL123 §
• MRA 48 §
Suunnittelijan koulutus ja kokemus yhdessä muodostavat suunnittelijan pätevyyden. Vaadittava kelpoisuus määräytyy suunnittelijan riittävästä pätevyydestä suhteessa kulloisenkin suunnittelutehtävän vaativuuteen. Suunnittelijoiden kelpoisuuden arvioimiseksi RakMKosassa A2esitetään suunnittelutehtävien luokitus vaativuuden mukaan ja kuhunkin luokkaan tarvittava suunnittelijan pätevyys. Kunnan rakennusvalvontaviranomaisen asia on arvioidasuunnittelijoiden kelpoisuus rakennuslupakohtaisesti rakennushankkeen laadun ja vaativuuden sekä ympäristön asettamat vaatimukset huomioon ottaen
• rakennussuunnittelijan kelpoisuus eli koulutus ja kokemus,
• erityissuunnittelijoiden kelpoisuus eli koulutus ja kokemus.
Korjaus- ja muutostyössä otetaan arvioinnissa lisäksi huomioon olemassa olevan rakennuksen asettamat lähtökohdat. Pääsuunnittelijan kelpoisuuden tulee hankkeessa olla vähintään samaa tasoa kuin hankkeen vaativimpaan suunnittelutehtävään tarvittava kelpoisuus.","Uuden lain 83 §:n mukaan suunnittelijan on osoitettava pätevyytensä tavanomaiseen, vaativaan, erittäin vaativaan ja poikkeuksellisen vaativaan suunnittelutehtävään ympäristöministeriön valtuuttaman toimijan antamalla todistuksella.

d.Viittaus uuteen lakiin:
83 § Suunnittelijoiden kelpoisuusvaatimukset","83 §"
"11223","1","1.1 Sopimusten maksuperusteet","1.1 Sopimusten maksuperusteet
Rakennuttaja voi antaa työn toteutettavaksi eri maksuperus- teilla. Vaihtoehtoina ovat joko suoriteperusteiset tai kustannus- perusteiset hinnanmääritystavat.
Suoriteperusteisissa määritystavoissa (kokonais- tai yksik- köhinta) korvaus maksetaan kokonaissuorituksen tai suoritus- yksikköjen lukumäärän perusteella, esimerkiksi kokonaishinta maksuerissä tai kallion louhinta toteutuneiden kuutioiden mukaan.
Kustannusperusteisissa määritystavoissa (laskutyö ja tavoi- tehinta) korvaus maksetaan todellisten työ- ja hankintakustan- nusten mukaan.
Maksuperusteita tulee käyttää rakennushankkeen tavoit- teiden mukaisesti. Tyypillisesti suunnittele ja rakenna -muo- doissa ja pääurakkamuodoissa maksuperusteena on käytetty suoriteperustetta, mutta myös kustannusperustetta voidaan käyttää. Vastaavasti projektinjohto- tai yhteisvastuumuodoilla toteutetuissa rakennushankkeissa maksuperuste on yleensä kustannusperusteinen (avoimet kirjat -periaate). Tavoitepalk- kiota voidaan käyttää kaikissa urakkamuodoissa.
Avoimet kirjat -periaatteessa (Open Books) tilaaja ja urakoitsija käsittelevät täysin avoimesti palvelutuotannon hinnan muodos- tumista ja siihen vaikuttavia tekijöitä.
Saman hankkeen sisällä voidaan eri suunnittelutoimeksian- noissa sekä pää-, sivu-, ali-, osa- ja erillisurakoissa noudattaa erilaisia maksuperusteita.","Uuden lain 5 §:n mukaan rakentamisen ohjauksen lähtökohtana on, että rakennuskohteen on oltava käyttötarkoitukseensa soveltuva ja edistettävä terveellisen, turvallisen ja viihtyisän elinympäristön aikaansaamista. Tämä voi vaikuttaa maksuperusteiden valintaan, sillä niiden on tuettava näitä tavoitteita.

d.Viittaus uuteen lakiin:
5 § Rakentamisen ohjauksen lähtökohdat","5 §"
"11223","1","3.1 Suunnittele ja rakenna (SR) -urakka","3.1 Suunnittele ja rakenna (SR) -urakka
Rakennuttajan on rajattava hankesuunnitelmassa ja tarjous- pyynnössä tavoitteensa tarkasti, jotta päästään laadullisesti hyviin tuloksiin. Hyvä tapa on painottaa urakkavalinnoissa laatua hinnan sijasta. Urakoitsija kantaa vastuun suunnitel- mista, joten urakoitsijan kannattaa tehdä tarjoussuunnitelmat huolellisesti. SR-urakan etuna on suunnittelun ja toteutuksen keskittyminen samalle yritykselle, jolloin suunnittelussa voidaan ottaa huomioon rakennustyön toteuttaminen ja sen kustan- nukset. Haasteena SR-urakassa on laatutason määrittäminen sopimusta tehtäessä ja mahdolliset rakentamisprosessin aikaiset rakennuttajan muutokset. Jos tavoitteet onnistutaan määrittä- mään oikein, SR-urakalla on mahdollista saavuttaa laadultaan hyviä tuloksia kustannustehokkaasti.
RT 16-10740 KVR-urakkasopimuksen laatiminen. YSE 1998 asiakirjamalli
Tässä RT-kortissa suunnittele ja rakenna- eli SR-urakalla tarkoi- tetaan samaa kuin kokonaisvastuurakentamisurakka (KVR) tai Design and build -urakka (DB).
Sopimukset
SR-urakassa rakennuttaja solmii yhden sopimuksen urakoitsi- jan kanssa, joka hoitaa rakennushankkeen suunnittelun ja ra- kentamisen. SR-urakassa tarjouskilpailun tavoitteilla on ratkai- seva merkitys suunnitteluratkaisujen laatuun. Tarjouskilpailun tavoitteiden perusteella SR-urakat voidaan jakaa kolmeen eri tyyppiin, jotka ovat
• laatupainotteinen SR-urakka
• edullisuuspainotteinen SR-urakka
• hintapainotteinen SR-urakka.
Laatupainotteisessa SR-urakassa rakennuttaja asettaa kiinte- än tarjoushinnan ja urakoitsijat kilpailevat siitä, kuka saa hinnan puitteissa aikaan laadukkaimman tarjouksen. Tarjous sisältää SR-urakan mukaisesti suunnittelun ja toteutuksen. Laatupai- notteisesta urakasta käytetään arkikielessä termiä ranskalainen urakka.
Edullisuuspainotteinen SR-urakka on laatu- ja hintapainot- teisen SR-urakan välimaastossa oleva sekä hinta- että laatupe- rusteisilla kriteereillä kilpailutettava urakka. Kokonaisedullisesti paras ennalta määritettyjen kriteerien mukaan eniten pisteitä saanut urakoitsija valitaan hankkeen suunnittelijaksi ja toteut- tajaksi.
Hintapainotteinen SR-urakka puolestaan vaatii rakennut- tajalta tarkkaan määritellyn laatutason määrittämisen, jonka puitteissa urakoitsijat kilpailutetaan halvimman hinnan perus- teella.
Vastuut
SR-urakassa urakoitsijalla on työsuorituksen lisäksi suunnitte- luvastuu. Suunnitteluvastuu sisältää vastuun sekä ehdotus- ja yleissuunnittelusta että toteutussuunnittelusta.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja rakentamisen on oltava hyvän rakennustavan mukaista. Tämä vaikuttaa SR-urakan suunnitteluvastuuseen, sillä urakoitsijan on varmistettava, että suunnitelmat täyttävät nämä vaatimukset.

d.Viittaus uuteen lakiin:
29 § Rakentamiselle asetettavat vaatimukset","29 §"
"11223","1","4.1 Kokonaisurakka","4.1 Kokonaisurakka
Kokonaisurakka sopii parhaiten laajuudeltaan ja vaativuudel- taan tavanomaisiin rutiinikohteisiin. Mahdollisten epävarmuuk- sien tulee olla merkittävyydeltään pieniä. Rakennuttajan tavoit- teiden tulee olla selkeästi määriteltävissä ja rakennuttajan tulee suunnitella rakennushanke riittävän pitkälle ennen urakoitsija- valintaa tai käytettävä kustannusperusteisia maksuperusteita. Päätoteuttaja on sopimussuhteessa aliurakoitsijoihin, joten rakennuttajan vaikutusmahdollisuudet aliurakoitsijoiden valintaan ovat vähäiset. Rakennuttajan ohjaus rakennus- ja taloteknisten töiden suhteen tapahtuu päätoteuttajan kautta. RT 16-10669 Rakennusurakkasopimuksen laatiminen
Sopimukset
Rakennuttaja solmii ainoastaan yhden urakkasopimuksen kokonaisurakoitsijan kanssa. Sopimus urakoitsijan kanssa teh- dään valmiiksi laadittujen suunnitelmien perusteella. Kokonais- urakoitsija kilpailuttaa omat aliurakoitsijansa ja ottaa vastuun näiden tekemästä työstä. Kokonaisurakoitsija on sopimussuh- teessa rakennuttajaan ja aliurakoitsijoihinsa.
Vastuut
Rakennuttajan vastuulla on suunnittelu kokonaisuudessaan, jolloin myös suunnitelmien virheet ja puutteet jäävät rakennut- tajan vastuulle. Kokonaisurakoitsija vastaa rakennustyömaan johdosta, rakennustyöstä ja sen vaatimista hankinnoista. Koko- naisurakoitsijan vastuulla ovat myös työsuorituksen sopimuk- senmukaisuus ja aliurakoitsijoiden työt.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja rakentamisen on oltava hyvän rakennustavan mukaista. Tämä vaikuttaa kokonaisurakan suunnitteluvastuuseen, sillä rakennuttajan on varmistettava, että suunnitelmat täyttävät nämä vaatimukset.

d.Viittaus uuteen lakiin:
29 § Rakentamiselle asetettavat vaatimukset","29 §"
"11223","5","Vastuut","Lopullinen päätösvalta suunnittelun ja hankintojen osalta on rakennuttajalla. Rakennuttaja hyväksyy toteutussuunnitelmat sekä hankinnat. Mikäli rakennuttajalle jätetään tehtäväksi eril- lishankintoja, eikä näistä muuta sovita, hän vastaa näiden eril- lishankintojen projektinjohtotehtävistä.
Suunnittelua sisältävässä projektinjohtourakassa urakoitsija voi vastata esimerkiksi teknisestä suunnittelusta sekä teknisten suunnittelijoiden ohjauksesta ja suunnittelun johtamisesta. Ra- kennuttaja vastaa tällöin rakennussuunnittelun ohjaamisesta. Suunnittelun sopimussuhteista riippumatta projektinjohtoura- koitsija ohjaa hankkeen toteutussuunnittelua aikataulusuun- nittelun, hankinnan ja rakentamisen asiantuntijana.
Projektinjohtourakoitsija ohjaa teknisiä suunnitteluratkai- suja, työturvallisuutta niiden toteutuksessa sekä suunnitelma- asiakirjojen sisältöä ja ajoitusta.
Pääsuunnittelija vastaa suunnitelmien yhteensovituksesta ja rakennuttaja hyväksyy suunnitelmat.
Projektinjohtourakoitsija hoitaa projektinjohtotehtävät, työ- maan johtotehtävät, hankinnat sopimuksen mukaisessa laa- juudessa ja rakennustyöt. Projektinjohtourakoitsija vastaa pro- jektisuunnittelusta, rakentamisen valmistelusta, rakentamisen
HT/1/kesäkuu 2016/Rakennustieto Oy Rakennustietosäätiö RTS 2016
ohjauksesta, vastaanotosta ja käyttöönotosta. Projektinjohto- urakoitsija on vastuussa aliurakoitsijoidensa suorituksesta. Ra- kennustyön valvonnan suorittaa yleensä rakennuttaja itse tai tämän palkkaama ulkopuolinen konsultti.","Uuden lain 92 §:n mukaan pääsuunnittelijan on huolehdittava suunnittelun kokonaisuudesta ja laadusta sekä siitä, että rakennussuunnitelma ja erityissuunnitelmat muodostavat kokonaisuuden siten, että rakentamista koskevat säännökset ja määräykset sekä hyvän rakennustavan vaatimukset täyttyvät. Tämä tarkoittaa, että pääsuunnittelijan vastuu on laajennettu kattamaan myös suunnittelun laadun varmistaminen, mikä ei käy ilmi vanhasta ohjeistuksesta.","92 § Pääsuunnittelija"
"11223","7","5.3 Projektinjohtorakennuttaminen (PJ-rakennuttaminen)","Projektinjohtorakennuttamisessa rakennushanke toteutetaan useina eri hankintoina ja rakentaminen osaurakoina. Päätoteut- tajan velvollisuudet sisällytetään johonkin osaurakkaan. Julki- sissa hankinnoissa rakennuttajan nimiin tehtävien hankintojen suuri määrä ja vaiheistus saattaa hidastaa toteutusta.
Sopimukset
Rakennuttaja hankkii toteutussuunnitelmat ja on vastuussa niistä. Myös hankintasopimukset tehdään rakennuttajan ni- miin, joten erillisten rakennuttajan nimiin tehtyjen sopimus- suhteiden määrä voi olla huomattavan suuri.
Vastuut
Rakennuttaja vastaa suunnittelun ja rakentamisen onnistumi- sesta ja laadusta sekä urakoiden jakamisesta. Kukin urakoitsija vastaa omasta osaurakastaan rakennuttajan kanssa solmitun sopimuksen mukaisesti.","Uuden lain 95 §:n mukaan rakentamishankkeeseen ryhtyvä voi nimetä rakennuskohteen toteutusta varten päävastuullisen toteuttajan, ja jos päävastuullista toteuttajaa ei nimetä, vastaa rakentamishankkeeseen ryhtyvä itse päävastuullisen toteuttajan tehtävistä. Tämä vaikuttaa projektinjohtorakennuttamisen käytäntöihin, sillä päävastuullisen toteuttajan rooli ja vastuut on määriteltävä selkeästi.","95 § Päävastuullisen toteuttajan toteutusvastuu"
"11223","7","6 YHTEISVASTUUMUODOT","Yhteisvastuumuodoissa vastuu suunnitelmista, rakentamises- ta, aikataulusta ja kustannuksista on sopimuskokonaisuuteen tuleville sopijaosapuolille yhteinen. Sopimukseen liitetyillä yhteisillä kannustinjärjestelmillä pyritään varmistamaan ase- tettuihin tavoitteisiin pääseminen. Yhteisvastuullisia muotoja ovat mm. hankekumppanuus ja projektiallianssi sekä näiden erilaiset sovellutukset.
Yhteisvastuumuodot sopivat monimutkaisiin tai laajoihin hankkeisiin, jotka sisältävät paljon riskejä ja mahdollisuuksia. Yhteisvastuullisissa malleissa laadittavan sopimuksen tarkoi- tuksena on luoda ja hallita suhteita toimijoiden välillä ja täh- dätä osapuolten välisten esteiden poistamiseen.
Yhteisvastuullisten toteutusmuotojen kehitystyö on käynnissä, joten vakiintuneita ja yhteisesti hyväksyttyjä sopimusmalleja ei vielä ole käytössä. Toteutetuissa projektialliansseissa on kuiten- kin käytetty hyvin yhtenäisiä sopimusmalleja.
Sopimusrakenteen tarkoitus on tehdä hankkeen kannalta parhaan lopputuloksen saavuttamisesta mahdollista ja tavoit- telemisen arvoista kaikille osapuolille. Riskinjaon periaatteet määritellään yhteisessä sopimuksessa ja ylimääräiset kustan- nukset ja voitot tulevat yhteisesti kannettaviksi. Sopimukselli- sesti hankekumppanuus vastaa normaaleja KSE- ja YSE-pohjai- sia sopimuksia niihin liittyvine oikeuksineen, velvoitteineen ja riidanratkaisulausekkeineen, kun taas projektiallianssissa ei ole yleisiä sopimusehtoja, eikä sopimusta voi riitauttaa muutoin kuin rikollisesta toiminnasta.","Uuden lain 96 §:n mukaan rakentamislupaa edellyttävässä rakennustyössä on oltava rakennustyötä johtava vastaava työnjohtaja, mikä vaikuttaa yhteisvastuullisten toteutusmuotojen käytäntöihin, sillä vastaavan työnjohtajan rooli ja vastuut on määriteltävä selkeästi osana yhteisvastuullista sopimusta.","96 § Vastaava työnjohtaja"
"11223","7","6.2 Projektiallianssi (Project Alliancing, PA)","Projektiallianssi sopii parhaiten laajoihin ja vaativiin hankkei- siin, joissa lähtötiedot ovat epäselviä ja aikataulu on tiukka. Suunnitelmia ja hankkeen laajuutta pystytään tarkentamaan yhteistyössä hankkeen edetessä. Rakennuttaja voi kaupallisen mallin avulla ohjata hanketta tehokkaasti esimerkiksi sosiaalis- ten tai ympäristöasioiden huomioimiseen ja käyttäjäyhteistyön parantamiseen.
Projektiallianssin eduksi on perusteltu sen toimijoiden käyttäy- tymiseen vaikuttava sopimusmalli, joka sitouttaa osapuolet paremmin toisiinsa mahdollistaen tiiviin yhteistyön tuomat edut ja auttaa hallitsemaan ennakoimattomia riskejä.
Sopimukset
Projektiallianssi on yhteisvastuullinen toteutusmuoto, jossa hankkeen keskeiset osapuolet muodostavat yhteisen integroi- dun tiimin, jolla hanke suunnitellaan ja toteutetaan jakaen sii- hen liittyvät riskit ja mahdollisuudet. Projektiallianssissa kaikkia allianssiosapuolia koskee yhteisesti kirjoitettu allianssisopimus. Sopimus ei ole sidottu YSE:n tai KSE:n ehtoihin, vaan osapuo- let määrittelevät keskenään, miten sopimuksen puitteissa tulee toimia.
Projektiallianssiin kuuluu vähintään rakennuttaja ja yksi pal- veluntuottaja, mutta siihen voidaan sopia kuuluvaksi myös muita osapuolia kuten käyttäjä, rakennuttajakonsultti, tekni- set suunnittelijat ja eri urakoitsijoita. Yleisimmin allianssin muo- dostavat rakennuttaja ja päätoteuttaja sekä pääsuunnittelija. Allianssi ei ole oikeushenkilö, joten allianssin ulkopuoliset tahot ovat sopimussuhteessa johonkin allianssin osapuoleen. Allians- si kuitenkin johtaa suunnittelua ja hankintoja yhteistyössä.
Vastuut
Allianssin osapuolet vastaavat yhdessä hankkeeseen kohdis- tuvista riskeistä ja vastuu jakautuu yhteisesti allianssin sisällä. Toteutuneet riskit jaetaan yhteisellä sopimuksella määrättyjen jakosuhteiden mukaan kaikkien allianssiosapuolten kesken. Riidanratkaisulauseketta ei ole allianssin sisällä, ja ainoastaan rikosoikeudellisesti rangaistavat teot voidaan riitauttaa. Alli- anssisopimuksen ulkopuoliset toimijat (konsultit ja urakoitsijat) ovat vastuussa omasta työpanoksestaan niiden ja allianssiosa- puolen välille solmittavien sopimusten mukaisesti.
Työtehtävät jaetaan hankkeen parhaaksi -periaatteella. Alli- anssi vastaa niin hankinnoista, suunnittelusta kuin toteutuk- sestakin. Allianssin osapuolet ovat mukana päätöksenteossa ja allianssi käyttää yhteistä päätäntävaltaa kaikissa projektin merkittäviin asioihin liittyvissä asioissa. Päätökset tehdään yksi- mielisesti allianssiosapuolten kesken. Myös kaikki hankkeeseen liittyvät kustannukset avataan kaikille hankkeen osapuolille.","Uuden lain 98 §:n mukaan rakentamishankkeen osapuolten on tehtävä yhteistyötä rakentamisen laadun parantamiseksi ja luotava edellytykset rakentamishankkeen laadukkaalle toteuttamiselle. Tämä vaikuttaa projektiallianssin käytäntöihin, sillä yhteistyön ja laadunvarmistuksen periaatteet on sisällytettävä allianssisopimukseen.","98 § Myötävaikutusvelvollisuus"
"11223","9","7.1 Elinkaarimalli (Public-Private Partnership, PPP-hanke, elinkaariurakka)","Elinkaarimalli sopii erityisesti käytettäväksi suuriin hankkeisiin. Elinkaarihankkeiden sopimusten laatimisella ja niiden valvon- nalla on erittäin suuri vaikutus hankkeen kustannuksiin. Sopi- mukset ovat raskaita ja tarjousvaiheen kustannukset suuret. Elinkaarihankkeissa vastuut ovat pitkiä ja sisältävät koko niiden toteutuksen ajan erityyppisiä riskejä. Riskit tulee tunnistaa, hinnoitella ja siirtää sille osapuolelle, joka riskin pystyy parhaiten kantamaan. Riskienjaon suunnittelu on avainasemassa elinkaa- rihankkeen onnistumisessa. Tavoitteena on tuottaa arvoa koko elinkaaren ajalle.
Elinkaarimallissa rakennuttaja maksaa ainoastaan siitä lop- putuotteesta, jonka on tilannut. Lopputuotteelle on määritetty tietyn laatutason omaava toiminta- ja olosuhdeympäristö pal- velujen tuottamiseen, eikä siis vain pelkkää rakennuskohdetta.
Sopimukset
Elinkaarimalli määritellään yleensä julkisen ja yksityisen toi- mijan välisenä yhteistyönä, mutta samaa periaatetta voidaan toteuttaa myös useamman tahon kesken. Elinkaarimallissa pal- veluntuottajalle siirretään yhdellä sopimuksella vastuu raken- nusinvestoinnista ja siihen liittyvistä palveluista sopimusjakson ajaksi.
Sopimus kestää useimmiten kymmeniä vuosia. Sopimus voi sisältää myös rahoituksen. Elinkaarimallia voidaan pitää SR- urakan laajennettuna mallina.
Vastuut
Palveluntuottajan vastuu koskee vähintään rakennuksen suun- nittelua, rakentamista ja ylläpitopalveluita. Rakennuttaja tekee palveluntuottajalle lopputuotemäärittelyn, jossa sovitaan lop- putuotteen käytettävyydestä ja toimintavarmuudesta. Elin- kaarimalli eroaa selkeästi esimerkiksi pääurakoiden hankinta- menettelystä, jossa lopputuote määräytyy rakennuttajan tai urakoitsijan tekemiin suunnitelmiin perustuen.","Uuden lain 39 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan sen käyttötarkoituksen edellyttämällä tavalla elinkaariominaisuuksiltaan ekologiseksi sekä tavoitteelliselta tekniseltä käyttöiältään pitkäikäiseksi. Tämä vaikuttaa elinkaarimallin sopimuksiin ja vastuihin, jotka tulee päivittää vastaamaan uusia vaatimuksia.","39 § Rakennuksen elinkaariominaisuudet"
